text,label
di spazzola prima di andare dormire one hundred stroke brush bed though do not support film feel loyal novel,2
relaxed nod feeling assure someone love safe pamper even long,1
venture back north big day feel festive,1
know desire spend life feel discontent seek solution problem,0
lot uncare man life still feel strange several call come reach weak moment,4
feel like amazing x man compensate enough earn,5
feel bit pathetic sorry,0
upset last day ok cloud clear feel positive,1
think feel flush alarmed headache medicine cause sometimes,4
feel try hurt,0
feel well do not little bit,1
come china feel little frightened everything around,4
usually take protein start feel lethargic,0
feel guilty may affect supply go back routine diligently,0
say body do not feel deprive be not deprive nutrition,0
difficult time allow people nice thing without feel either insult like debt,3
feel horrible even depressed try fake positivity,0
feel california democrats little smug safely liberal district lend much value add serious debate usually find less offensive,1
underline make feel whenever hear refer especially precious child feel wonderful,1
feel sweet red leave,2
really expect somehow make feel shy part,4
feel damn considerate other area interpretation,2
feel daze deserted,5
feel disheartened today,0
want feel discouraged look gain,0
feel generous time answer question,1
feel surprised scientist actually question weird initial condition universe fine tune special value universe almost flat,5
feel less bother thing happen around,3
still feel vulnerable hurt manageable,4
buy egg feel adventurous also get whole chicken oxtail,1
allow people tonight make feel though far less superior feel less attractive less popular less able part community,1
brave express feeling tomoe despite reject,0
feel happy receive letter tell admit university,1
feel bit jade weary world,0
still feel amazed knowing stand right front jason,5
guess feel insecure anxious,4
feel bitter theofilou say lack support nod agreement kastrioti wait turn board,3
still need brush tooth already take pill shower eat breakfast feel virtuous moment two,1
feel imprint brain vital stress college community,1
I m feel overwhelmed college everything else happen semester,4
feel privileged select fund receive support,1
wish do not feel way wear heart sleeve believe thing say be not vain believe they re true,0
panic feel nail break impenetrable wall ice leave red crescent blood well sensitive skin,0
feel much relieve happy quickly finish small scissor fob,1
I m totally feel bitchy resentful,3
feel awkward grow child time try place shoe realize would child matter age,0
feel reluctant spending money really ipad x price way question,4
know believe feel part still hesitant old would say anyone believe god crazy,4
feel bit selfish,3
feel bothered fact we give many chance see least bit appreciation utter gratefulness downright soul,3
feel like ache summer come slip away fast do not always,0
do not feel angry do not feel bitter feel,3
feel discourage even little sad cause havet long term relationship,0
always feel dirty use,0
feel ugly smile look eye know love still love,0
feel contented happy upon see,1
could feel warmth strange stillness comfort,4
feel hate whoever love care towards,2
day prefer submissive simple life feel day submissive good please seem happy enough two year,0
I m feel dull bored,0
worried starting feel pretty dumb even know basic,0
feel like lot people intimidate false lash seem like largely unnecessary process makeup routine,4
go able sleep know end mostly another thing even go talk make angry also feel horribly neurotic immature get upset gloss bit,4
I m feel particularly melancholy talk place peace,0
feel delighted showcase journey,1
get frustrated fact always feel appreciative hand deal people love life,1
sit dark room minute try figure feel offend whether heed advice,3
feel fake share joyful creative pursuit family,0
feel like mean partner supportive lend hand heart yet resent feel,2
feel real life feeling come successful adventure etc,1
burst feeling shake pretty sure hit bird,4
like good challenge expense feeling humiliate,0
spend obsessing decision feel anxious,4
guy I m actually feel hilariously fond,2
feel horrible accomplish something,0
I m still contagious desperately want cuddle i d feel rotten let selfish physical want get sick,0
could feel julia hesitate yet convince talk woman,1
feel ugly disgusted like pig,0
wound something lodge oesophagus feel pleasant put lightly,1
feel lack respect love space hard party personally comfortable,1
feel bless ever say,2
feel quite clever point even drop wine,1
know feeling kinda numb pathetic full sorrow useless thing call love,0
feel pretty fabulous mean pain past three day,1
love feeling ache oh insipid thing call front side calve muscle love fantasy day soon feature sport illustrate swimsuit model year maybe make special issue baby boomer,0
feel like I m strange place life one take care one care,4
end feel devastate borne social monster,0
still feel like butt thank gracious,1
feel triumphant even think may fleeting moment enjoy power motherhood,1
